sku,name_ar,name_en,description_ar,description_en,brand_slug,category_slug,base_price_egp,vat_exempt,authenticity,specs_json,status
HP-651-SET-COMP,طقم حبر HP 651 متوافق,HP 651 Compatible Ink Cartridge Set,"طقم حبر HP 651 (أسود + ثلاثي الألوان) للطابعات DeskJet Ink Advantage 5575, 5645 وOfficeJet 202 mobile.","Compatible HP 651 ink set for DeskJet Ink Advantage 5575, 5645 and OfficeJet 202 Mobile.",hp,ink-cartridges,920,FALSE,COMPATIBLE,"{""colors"": ""Black + Tri-color"", ""partNumbers"": ""C2P10AE / C2P11AE"", ""compatiblePrinters"": ""DeskJet Ink Advantage 5575, 5645, OfficeJet 202""}",ACTIVE
HP-653-SET-COMP,طقم حبر HP 653 متوافق,HP 653 Compatible Ink Cartridge Set,"طقم حبر HP 653 (أسود + ثلاثي الألوان) للطابعات DeskJet Plus Ink Advantage 6075, 6475.","Compatible HP 653 ink set for DeskJet Plus Ink Advantage 6075, 6475.",hp,ink-cartridges,1040,FALSE,COMPATIBLE,"{""colors"": ""Black + Tri-color"", ""partNumbers"": ""3YM75AE / 3YM74AE"", ""compatiblePrinters"": ""DeskJet Plus Ink Advantage 6075, 6475""}",ACTIVE
HP-305-SET-COMP,طقم حبر HP 305 متوافق,HP 305 Compatible Ink Cartridge Set,"طقم حبر HP 305 (أسود + ثلاثي الألوان) للطابعات DeskJet 2710, 2720, 4110, 4120 وDeskJet Plus 6010, 6020.","Compatible HP 305 ink set for DeskJet 2710, 2720, 4110, 4120, DeskJet Plus 6010, 6020.",hp,ink-cartridges,750,FALSE,COMPATIBLE,"{""colors"": ""Black + Tri-color"", ""partNumbers"": ""3YM61AE / 3YM60AE"", ""compatiblePrinters"": ""DeskJet 2710, 2720, 4110, 4120, 6010, 6020""}",ACTIVE
CANON-PG445-CL446-SET-COMP,طقم حبر Canon PG-445 / CL-446 متوافق,Canon PG-445 / CL-446 Compatible Ink Cartridge Set,"طقم حبر Canon PG-445 وCL-446 للطابعات PIXMA MG2440, MG2540, MG2940, MX494.","Compatible Canon PG-445 / CL-446 ink set for PIXMA MG2440, MG2540, MG2940, MX494.",canon,ink-cartridges,860,FALSE,COMPATIBLE,"{""colors"": ""Black + Tri-color"", ""partNumbers"": ""PG-445 / CL-446"", ""compatiblePrinters"": ""PIXMA MG2440, MG2540, MG2940, MX494""}",ACTIVE
CANON-PG440-CL441-SET-COMP,طقم حبر Canon PG-440 / CL-441 متوافق,Canon PG-440 / CL-441 Compatible Ink Cartridge Set,"طقم حبر Canon PG-440 وCL-441 للطابعات PIXMA MG2140, MG3140, MG3240, MG3540, MX374, MX394, MX434, MX474, MX514.","Compatible Canon PG-440 / CL-441 ink set for PIXMA MG2140, MG3140, MG3540, MX374, MX394, MX434, MX474, MX514.",canon,ink-cartridges,920,FALSE,COMPATIBLE,"{""colors"": ""Black + Tri-color"", ""partNumbers"": ""PG-440 / CL-441"", ""compatiblePrinters"": ""PIXMA MG2140, MG3140, MG3540, MX374, MX394, MX434, MX474, MX514""}",ACTIVE
HP-130-INK-COMP,خرطوشة حبر HP 130 أسود متوافقة,HP 130 Black Compatible Ink Cartridge,"خرطوشة حبر أسود متوافقة HP 130 (C8767HE) للطابعات DeskJet 5740, 6520, 6540, 9800 وOfficeJet 7210.","Compatible HP 130 black ink cartridge (C8767HE) for DeskJet 5740, 6520, 6540, 9800, OfficeJet 7210.",hp,ink-cartridges,460,FALSE,COMPATIBLE,"{""color"": ""Black"", ""partNumber"": ""C8767HE"", ""compatiblePrinters"": ""DeskJet 5740, 6520, 6540, 9800, OfficeJet 7210""}",ACTIVE
HP-131-INK-COMP,خرطوشة حبر HP 131 أسود متوافقة,HP 131 Black Compatible Ink Cartridge,"خرطوشة حبر أسود متوافقة HP 131 (C8765HE) للطابعات DeskJet 5740, 5940, 6540, Photosmart 2575, 8050.","Compatible HP 131 black ink cartridge (C8765HE) for DeskJet 5740, 5940, 6540, Photosmart 2575, 8050.",hp,ink-cartridges,460,FALSE,COMPATIBLE,"{""color"": ""Black"", ""partNumber"": ""C8765HE"", ""compatiblePrinters"": ""DeskJet 5740, 5940, 6540, Photosmart 2575, 8050""}",ACTIVE
HP-132-INK-COMP,خرطوشة حبر HP 132 أسود متوافقة,HP 132 Black Compatible Ink Cartridge,"خرطوشة حبر أسود متوافقة HP 132 (C9362HE) للطابعات DeskJet 5440, D4163, Photosmart C3183, C4183.","Compatible HP 132 black ink cartridge (C9362HE) for DeskJet 5440, D4163, Photosmart C3183, C4183.",hp,ink-cartridges,460,FALSE,COMPATIBLE,"{""color"": ""Black"", ""partNumber"": ""C9362HE"", ""compatiblePrinters"": ""DeskJet 5440, D4163, Photosmart C3183, C4183""}",ACTIVE
HP-141-INK-COMP,خرطوشة حبر HP 141 ثلاثية الألوان متوافقة,HP 141 Tri-color Compatible Ink Cartridge,"خرطوشة حبر ثلاثية الألوان متوافقة HP 141 (CB337HE) للطابعات DeskJet D4263, D4363 وOfficeJet J5783.","Compatible HP 141 tri-color ink cartridge (CB337HE) for DeskJet D4263, D4363, OfficeJet J5783.",hp,ink-cartridges,460,FALSE,COMPATIBLE,"{""color"": ""Tri-color"", ""partNumber"": ""CB337HE"", ""compatiblePrinters"": ""DeskJet D4263, D4363, OfficeJet J5783""}",ACTIVE
HP-134-INK-COMP,خرطوشة حبر HP 134 ثلاثية الألوان متوافقة,HP 134 Tri-color Compatible Ink Cartridge,"خرطوشة حبر ثلاثية الألوان متوافقة HP 134 (C9363HE) للطابعات DeskJet 5740, 6540, 6840.","Compatible HP 134 tri-color ink cartridge (C9363HE) for DeskJet 5740, 6540, 6840.",hp,ink-cartridges,580,FALSE,COMPATIBLE,"{""color"": ""Tri-color"", ""partNumber"": ""C9363HE"", ""compatiblePrinters"": ""DeskJet 5740, 6540, 6840""}",ACTIVE
HP-135-INK-COMP,خرطوشة حبر HP 135 ثلاثية الألوان متوافقة,HP 135 Tri-color Compatible Ink Cartridge,"خرطوشة حبر ثلاثية الألوان متوافقة HP 135 (C8766HE) للطابعات DeskJet 5740, 5940, 6840.","Compatible HP 135 tri-color ink cartridge (C8766HE) for DeskJet 5740, 5940, 6840.",hp,ink-cartridges,580,FALSE,COMPATIBLE,"{""color"": ""Tri-color"", ""partNumber"": ""C8766HE"", ""compatiblePrinters"": ""DeskJet 5740, 5940, 6840""}",ACTIVE
HP-136-INK-COMP,خرطوشة حبر HP 136 ثلاثية الألوان متوافقة,HP 136 Tri-color Compatible Ink Cartridge,"خرطوشة حبر ثلاثية الألوان متوافقة HP 136 (C9361HE) للطابعات DeskJet 5440, D4163, Photosmart C3183.","Compatible HP 136 tri-color ink cartridge (C9361HE) for DeskJet 5440, D4163, Photosmart C3183.",hp,ink-cartridges,580,FALSE,COMPATIBLE,"{""color"": ""Tri-color"", ""partNumber"": ""C9361HE"", ""compatiblePrinters"": ""DeskJet 5440, D4163, Photosmart C3183""}",ACTIVE
CANON-PG510-CL511-SET-COMP,طقم حبر Canon PG-510 / CL-511 متوافق,Canon PG-510 / CL-511 Compatible Ink Cartridge Set,"طقم حبر Canon PG-510 وCL-511 للطابعات PIXMA MP240, MP250, MP260, MP270, MP280, MP480, MP490, MP495, MX320, MX330, MX340, MX350, MX360, MX410, MX420.","Compatible Canon PG-510 / CL-511 ink set for PIXMA MP240, MP250, MP260, MP270, MP480, MP490, MX320, MX330, MX340, MX350, MX360, MX410, MX420.",canon,ink-cartridges,1040,FALSE,COMPATIBLE,"{""colors"": ""Black + Tri-color"", ""partNumbers"": ""PG-510 / CL-511"", ""compatiblePrinters"": ""PIXMA MP240, MP250, MP260, MP280, MP480, MP490, MX320, MX330, MX340, MX350, MX360, MX410, MX420""}",ACTIVE
HP-47-SET-COMP,طقم حبر HP 47 متوافق,HP 47 Compatible Ink Cartridge Set,"طقم حبر HP 47 (أسود + ثلاثي الألوان) للطابعات DeskJet Ink Advantage 4120, 4170 وENVY 6010, 6020, 6030, 6055.","Compatible HP 47 ink set (Black + Tri-color) for DeskJet Ink Advantage 4120, 4170 and ENVY 6010, 6020, 6030, 6055.",hp,ink-cartridges,1210,FALSE,COMPATIBLE,"{""colors"": ""Black + Tri-color"", ""partNumbers"": ""3YM59AE / 3YM55AE"", ""compatiblePrinters"": ""DeskJet Ink Advantage 4120, 4170, ENVY 6010, 6020, 6030, 6055""}",ACTIVE
HP-45-INK-COMP,خرطوشة حبر HP 45 أسود متوافقة,HP 45 Black Compatible Ink Cartridge,"خرطوشة حبر أسود متوافقة HP 45 (51645AE) للطابعات DeskJet 850, 855, 870, 880, 890, 895, 930, 950, 970, 990.","Compatible HP 45 black ink cartridge (51645AE) for DeskJet 850, 855, 870, 880, 890, 895, 930, 950, 970, 990.",hp,ink-cartridges,1090,FALSE,COMPATIBLE,"{""color"": ""Black"", ""partNumber"": ""51645AE"", ""compatiblePrinters"": ""DeskJet 850, 855, 870, 880, 890, 895, 930, 950, 970, 990""}",ACTIVE
SAMSUNG-MLT-D205L-COMP,خرطوشة تونر Samsung MLT-D205L متوافقة,Samsung MLT-D205L Compatible Toner Cartridge,"تونر متوافق Samsung MLT-D205L للطابعات Samsung SCX-4833FR, ML-3310ND, ML-3710ND. إنتاجية حتى 5,000 صفحة.","Compatible Samsung MLT-D205L toner for Samsung SCX-4833FR, ML-3310ND, ML-3710ND. Up to 5,000 pages.",samsung,toner-cartridges,630,FALSE,COMPATIBLE,"{""pageYield"": ""5,000 pages"", ""color"": ""Black"", ""partNumber"": ""MLT-D205L"", ""compatiblePrinters"": ""Samsung SCX-4833FR, ML-3310ND, ML-3710ND""}",ACTIVE
SAMSUNG-MLT-D203L-COMP,خرطوشة تونر Samsung MLT-D203L متوافقة,Samsung MLT-D203L Compatible Toner Cartridge,"تونر متوافق Samsung MLT-D203L للطابعات Samsung ProXpress M3320ND, M3370FD, M3820DW, M4070FR. إنتاجية حتى 5,000 صفحة.","Compatible Samsung MLT-D203L toner for Samsung ProXpress M3320ND, M3370FD, M3820DW, M4070FR. Up to 5,000 pages.",samsung,toner-cartridges,660,FALSE,COMPATIBLE,"{""pageYield"": ""5,000 pages"", ""color"": ""Black"", ""partNumber"": ""MLT-D203L"", ""compatiblePrinters"": ""Samsung ProXpress M3320ND, M3370FD, M3820DW, M4070FR""}",ACTIVE
SAMSUNG-MLT-D305L-COMP,خرطوشة تونر Samsung MLT-D305L متوافقة,Samsung MLT-D305L Compatible Toner Cartridge,"تونر متوافق Samsung MLT-D305L للطابعات Samsung ML-3750ND. إنتاجية حتى 15,000 صفحة.","Compatible Samsung MLT-D305L toner for Samsung ML-3750ND. Up to 15,000 pages.",samsung,toner-cartridges,580,FALSE,COMPATIBLE,"{""pageYield"": ""15,000 pages"", ""color"": ""Black"", ""partNumber"": ""MLT-D305L"", ""compatiblePrinters"": ""Samsung ML-3750ND""}",ACTIVE
SAMSUNG-MLT-D111S-COMP,خرطوشة تونر Samsung MLT-D111S متوافقة,Samsung MLT-D111S Compatible Toner Cartridge,"تونر متوافق Samsung MLT-D111S للطابعات Samsung Xpress M2020, M2022, M2070, M2070FW. إنتاجية حتى 1,000 صفحة.","Compatible Samsung MLT-D111S toner for Samsung Xpress M2020, M2022, M2070, M2070FW. Up to 1,000 pages.",samsung,toner-cartridges,460,FALSE,COMPATIBLE,"{""pageYield"": ""1,000 pages"", ""color"": ""Black"", ""partNumber"": ""MLT-D111S"", ""compatiblePrinters"": ""Samsung Xpress M2020, M2022, M2070, M2070FW""}",ACTIVE
SAMSUNG-MLT-D101S-COMP,خرطوشة تونر Samsung MLT-D101S متوافقة,Samsung MLT-D101S Compatible Toner Cartridge,"تونر متوافق Samsung MLT-D101S للطابعات Samsung ML-2160, ML-2165, SCX-3400, SF-760. إنتاجية حتى 1,500 صفحة.","Compatible Samsung MLT-D101S toner for Samsung ML-2160, ML-2165, SCX-3400, SF-760. Up to 1,500 pages.",samsung,toner-cartridges,400,FALSE,COMPATIBLE,"{""pageYield"": ""1,500 pages"", ""color"": ""Black"", ""partNumber"": ""MLT-D101S"", ""compatiblePrinters"": ""Samsung ML-2160, ML-2165, SCX-3400, SF-760""}",ACTIVE
SAMSUNG-MLT-D104S-COMP,خرطوشة تونر Samsung MLT-D104S متوافقة,Samsung MLT-D104S Compatible Toner Cartridge,"تونر متوافق Samsung MLT-D104S للطابعات Samsung ML-1660, ML-1665, ML-1860, SCX-3200, SCX-3205. إنتاجية حتى 1,500 صفحة.","Compatible Samsung MLT-D104S toner for Samsung ML-1660, ML-1665, ML-1860, SCX-3200, SCX-3205. Up to 1,500 pages.",samsung,toner-cartridges,400,FALSE,COMPATIBLE,"{""pageYield"": ""1,500 pages"", ""color"": ""Black"", ""partNumber"": ""MLT-D104S"", ""compatiblePrinters"": ""Samsung ML-1660, ML-1665, ML-1860, SCX-3200, SCX-3205""}",ACTIVE
SAMSUNG-MLT-D201L-COMP,خرطوشة تونر Samsung MLT-D201L متوافقة,Samsung MLT-D201L Compatible Toner Cartridge,"تونر متوافق Samsung MLT-D201L للطابعات Samsung ProXpress SL-M4030ND, SL-M4080FX. إنتاجية حتى 20,000 صفحة.","Compatible Samsung MLT-D201L toner for Samsung ProXpress SL-M4030ND, SL-M4080FX. Up to 20,000 pages.",samsung,toner-cartridges,690,FALSE,COMPATIBLE,"{""pageYield"": ""20,000 pages"", ""color"": ""Black"", ""partNumber"": ""MLT-D201L"", ""compatiblePrinters"": ""Samsung ProXpress SL-M4030ND, SL-M4080FX""}",ACTIVE
BROTHER-TN3471-COMP,خرطوشة تونر Brother TN-3471 متوافقة,Brother TN-3471 Compatible Toner Cartridge,"تونر متوافق Brother TN-3471 للطابعات HL-L5100DN, HL-L5200DW, HL-L6200DW, DCP-L5500DN, MFC-L5700DN, MFC-L5900DW. إنتاجية حتى 12,000 صفحة.","Compatible Brother TN-3471 toner for HL-L5100DN, HL-L5200DW, HL-L6200DW, DCP-L5500DN, MFC-L5700DN, MFC-L5900DW. Up to 12,000 pages.",brother,toner-cartridges,580,FALSE,COMPATIBLE,"{""pageYield"": ""12,000 pages"", ""color"": ""Black"", ""partNumber"": ""TN-3471"", ""compatiblePrinters"": ""Brother HL-L5100DN, HL-L5200DW, DCP-L5500DN, MFC-L5700DN""}",ACTIVE
BROTHER-TN1000-COMP,خرطوشة تونر Brother TN-1000 متوافقة,Brother TN-1000 Compatible Toner Cartridge,"تونر متوافق Brother TN-1000 للطابعات HL-1110, HL-1112, HL-1210W, DCP-1510, DCP-1512, MFC-1810, MFC-1815. إنتاجية حتى 1,000 صفحة.","Compatible Brother TN-1000 toner for HL-1110, HL-1112, HL-1210W, DCP-1510, DCP-1512, MFC-1810, MFC-1815. Up to 1,000 pages.",brother,toner-cartridges,400,FALSE,COMPATIBLE,"{""pageYield"": ""1,000 pages"", ""color"": ""Black"", ""partNumber"": ""TN-1000"", ""compatiblePrinters"": ""Brother HL-1110, HL-1210W, DCP-1510, DCP-1512, MFC-1810, MFC-1815""}",ACTIVE
BROTHER-DR1000-DRUM-COMP,وحدة أسطوانة Brother DR-1000 متوافقة,Brother DR-1000 Compatible Drum Unit,"وحدة أسطوانة متوافقة Brother DR-1000 للطابعات HL-1110, HL-1210W, DCP-1510, MFC-1810. إنتاجية حتى 10,000 صفحة.","Compatible Brother DR-1000 drum unit for HL-1110, HL-1210W, DCP-1510, MFC-1810. Up to 10,000 pages.",brother,toner-cartridges,520,FALSE,COMPATIBLE,"{""pageYield"": ""10,000 pages"", ""type"": ""Drum Unit"", ""partNumber"": ""DR-1000"", ""compatiblePrinters"": ""Brother HL-1110, HL-1210W, DCP-1510, MFC-1810""}",ACTIVE
SAMSUNG-2305-COMP,خرطوشة تونر Samsung 2305 متوافقة,Samsung 2305 Compatible Toner Cartridge,"تونر متوافق Samsung 2305 للطابعات Samsung Xpress SL-M2305W. إنتاجية حتى 1,200 صفحة.","Compatible Samsung 2305 toner for Samsung Xpress SL-M2305W. Up to 1,200 pages.",samsung,toner-cartridges,750,FALSE,COMPATIBLE,"{""pageYield"": ""1,200 pages"", ""color"": ""Black"", ""compatiblePrinters"": ""Samsung Xpress SL-M2305W""}",ACTIVE
SAMSUNG-2320-COMP,خرطوشة تونر Samsung 2320 متوافقة,Samsung 2320 Compatible Toner Cartridge,"تونر متوافق Samsung 2320 للطابعات Samsung ML-2320, ML-2325. إنتاجية حتى 2,000 صفحة.","Compatible Samsung 2320 toner for Samsung ML-2320, ML-2325. Up to 2,000 pages.",samsung,toner-cartridges,860,FALSE,COMPATIBLE,"{""pageYield"": ""2,000 pages"", ""color"": ""Black"", ""compatiblePrinters"": ""Samsung ML-2320, ML-2325""}",ACTIVE
SAMSUNG-3330-COMP,خرطوشة تونر Samsung 3330 متوافقة,Samsung 3330 Compatible Toner Cartridge,"تونر متوافق Samsung 3330 للطابعات Samsung ProXpress SL-M3330ND. إنتاجية حتى 5,000 صفحة.","Compatible Samsung 3330 toner for Samsung ProXpress SL-M3330ND. Up to 5,000 pages.",samsung,toner-cartridges,800,FALSE,COMPATIBLE,"{""pageYield"": ""5,000 pages"", ""color"": ""Black"", ""compatiblePrinters"": ""Samsung ProXpress SL-M3330ND""}",ACTIVE
SAMSUNG-31-COMP,خرطوشة تونر Samsung 31 متوافقة,Samsung 31 Compatible Toner Cartridge,"تونر متوافق Samsung 31 للطابعات Samsung ML-3310, SL-M3310ND, SL-M3710. إنتاجية حتى 4,000 صفحة.","Compatible Samsung 31 toner for Samsung ML-3310, SL-M3310ND, SL-M3710. Up to 4,000 pages.",samsung,toner-cartridges,920,FALSE,COMPATIBLE,"{""pageYield"": ""4,000 pages"", ""color"": ""Black"", ""compatiblePrinters"": ""Samsung ML-3310, SL-M3310ND, SL-M3710""}",ACTIVE
SAMSUNG-MLT-D2405S-COMP,خرطوشة تونر Samsung MLT-D2405S متوافقة,Samsung MLT-D2405S Compatible Toner Cartridge,"تونر متوافق Samsung MLT-D2405S للطابعات Samsung ProXpress SL-M3825ND, SL-M4025ND. إنتاجية حتى 3,000 صفحة.","Compatible Samsung MLT-D2405S toner for Samsung ProXpress SL-M3825ND, SL-M4025ND. Up to 3,000 pages.",samsung,toner-cartridges,690,FALSE,COMPATIBLE,"{""pageYield"": ""3,000 pages"", ""color"": ""Black"", ""compatiblePrinters"": ""Samsung ProXpress SL-M3825ND, SL-M4025ND""}",ACTIVE
SAMSUNG-3280-COMP,خرطوشة تونر Samsung 3280 متوافقة,Samsung 3280 Compatible Toner Cartridge,"تونر متوافق Samsung 3280 للطابعات Samsung Xpress SL-M3280ND. إنتاجية حتى 5,000 صفحة.","Compatible Samsung 3280 toner for Samsung Xpress SL-M3280ND. Up to 5,000 pages.",samsung,toner-cartridges,1040,FALSE,COMPATIBLE,"{""pageYield"": ""5,000 pages"", ""color"": ""Black"", ""compatiblePrinters"": ""Samsung Xpress SL-M3280ND""}",ACTIVE
SAMSUNG-3215-COMP,خرطوشة تونر Samsung 3215 متوافقة,Samsung 3215 Compatible Toner Cartridge,"تونر متوافق Samsung 3215 للطابعات Samsung Xpress SL-M3215ND. إنتاجية حتى 3,000 صفحة.","Compatible Samsung 3215 toner for Samsung Xpress SL-M3215ND. Up to 3,000 pages.",samsung,toner-cartridges,690,FALSE,COMPATIBLE,"{""pageYield"": ""3,000 pages"", ""color"": ""Black"", ""compatiblePrinters"": ""Samsung Xpress SL-M3215ND""}",ACTIVE
PANTUM-PC219-COMP,خرطوشة تونر Pantum PC-219 متوافقة,Pantum PC-219 Compatible Toner Cartridge,"تونر متوافق Pantum PC-219 للطابعات Pantum P2509, P2509W, M6509, M6509NW, M6559, M6559NW, M6609, M6609NW. إنتاجية حتى 1,600 صفحة.","Compatible Pantum PC-219 toner for Pantum P2509, P2509W, M6509, M6509NW, M6559, M6559NW, M6609, M6609NW. Up to 1,600 pages.",pantum,toner-cartridges,860,FALSE,COMPATIBLE,"{""pageYield"": ""1,600 pages"", ""color"": ""Black"", ""partNumber"": ""PC-219"", ""compatiblePrinters"": ""Pantum P2509, M6509, M6559, M6609""}",ACTIVE
PANTUM-PA310-COMP,خرطوشة تونر Pantum PA-310 للطابعة P5100 متوافقة,Pantum PA-310 Compatible Toner for P5100 Series,"تونر متوافق Pantum للطابعات Pantum P5100, P3100, P3255, M7100, M7200. إنتاجية حتى 6,000 صفحة.","Compatible Pantum toner for Pantum P5100, P3100, P3255, M7100, M7200. Up to 6,000 pages.",pantum,toner-cartridges,920,FALSE,COMPATIBLE,"{""pageYield"": ""6,000 pages"", ""color"": ""Black"", ""partNumber"": ""PA-310"", ""compatiblePrinters"": ""Pantum P5100, P3100, P3255, M7100, M7200""}",ACTIVE
HP-P2055DN-PRINTER,طابعة HP LaserJet P2055dn,HP LaserJet P2055dn Printer,طابعة ليزر HP LaserJet P2055dn مونوكروم بطباعة مزدوجة تلقائية وشبكة مدمجة وسرعة حتى 35 صفحة في الدقيقة.,"HP LaserJet P2055dn mono laser printer with auto duplex, built-in networking, up to 35 ppm.",hp,printers,3800,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""network"": true, ""ppm"": 35, ""model"": ""P2055dn""}",ACTIVE
HP-M506DN-PRINTER,طابعة HP LaserJet Enterprise M506dn,HP LaserJet Enterprise M506dn,طابعة ليزر HP LaserJet Enterprise M506dn مونوكروم، طباعة مزدوجة وشبكة، سرعة حتى 45 صفحة في الدقيقة.,"HP LaserJet Enterprise M506dn mono laser, auto duplex, network, up to 45 ppm.",hp,printers,5250,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""network"": true, ""ppm"": 45, ""model"": ""M506dn""}",ACTIVE
HP-50145DN-PRINTER,طابعة HP LaserJet 50145 DN,HP LaserJet 50145 DN,طابعة ليزر HP مونوكروم بطباعة مزدوجة وشبكة مدمجة (موديل 50145 DN كما في عرض السعر).,HP mono laser printer with duplex and built-in network (50145 DN model as listed by supplier).,hp,printers,5550,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""network"": true, ""model"": ""50145 DN""}",ACTIVE
HP-M507DN-PRINTER,طابعة HP LaserJet Enterprise M507dn,HP LaserJet Enterprise M507dn,طابعة ليزر HP LaserJet Enterprise M507dn مونوكروم، طباعة مزدوجة وشبكة، سرعة حتى 45 صفحة في الدقيقة.,"HP LaserJet Enterprise M507dn mono laser, auto duplex, network, up to 45 ppm.",hp,printers,5500,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""network"": true, ""ppm"": 45, ""model"": ""M507dn""}",ACTIVE
HP-M402DN-PRINTER,طابعة HP LaserJet Pro M402dn,HP LaserJet Pro M402dn,طابعة ليزر HP LaserJet Pro M402dn مونوكروم بطباعة مزدوجة تلقائية وشبكة، سرعة حتى 38 صفحة في الدقيقة.,"HP LaserJet Pro M402dn mono laser, auto duplex, network, up to 38 ppm.",hp,printers,6000,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""network"": true, ""ppm"": 38, ""model"": ""M402dn""}",ACTIVE
HP-M404DN-PRINTER,طابعة HP LaserJet Pro M404dn,HP LaserJet Pro M404dn,طابعة ليزر HP LaserJet Pro M404dn مونوكروم، طباعة مزدوجة تلقائية وشبكة، سرعة حتى 38 صفحة في الدقيقة.,"HP LaserJet Pro M404dn mono laser, auto duplex, network, up to 38 ppm.",hp,printers,6250,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""network"": true, ""ppm"": 38, ""model"": ""M404dn""}",ACTIVE
HP-M3015DN-PRINTER,طابعة HP LaserJet M3015dn,HP LaserJet M3015dn MFP,طابعة ليزر متعددة الوظائف HP LaserJet M3015dn مونوكروم بطباعة مزدوجة وشبكة.,HP LaserJet M3015dn mono laser multifunction printer with duplex and network.,hp,printers,4250,FALSE,GENUINE,"{""type"": ""Mono Laser MFP"", ""duplex"": true, ""network"": true, ""model"": ""M3015dn""}",ACTIVE
HP-M426FDN-PRINTER,طابعة HP LaserJet Pro MFP M426fdn,HP LaserJet Pro MFP M426fdn,طابعة ليزر متعددة الوظائف HP LaserJet Pro M426fdn (طباعة، نسخ، سكان، فاكس) مع طباعة مزدوجة وشبكة، سرعة 40 صفحة في الدقيقة.,"HP LaserJet Pro MFP M426fdn — print, copy, scan, fax, duplex, network, 40 ppm.",hp,printers,13000,FALSE,GENUINE,"{""type"": ""Mono Laser MFP"", ""duplex"": true, ""network"": true, ""fax"": true, ""ppm"": 40, ""model"": ""M426fdn""}",ACTIVE
HP-M428FDN-PRINTER,طابعة HP LaserJet Pro MFP M428fdn,HP LaserJet Pro MFP M428fdn,طابعة ليزر متعددة الوظائف HP LaserJet Pro M428fdn (طباعة، نسخ، سكان، فاكس) مع طباعة مزدوجة وشبكة، سرعة 38 صفحة في الدقيقة.,"HP LaserJet Pro MFP M428fdn — print, copy, scan, fax, duplex, network, 38 ppm.",hp,printers,13500,FALSE,GENUINE,"{""type"": ""Mono Laser MFP"", ""duplex"": true, ""network"": true, ""fax"": true, ""ppm"": 38, ""model"": ""M428fdn""}",ACTIVE
HP-P1102-PRINTER,طابعة HP LaserJet Pro P1102,HP LaserJet Pro P1102,طابعة ليزر HP LaserJet Pro P1102 مونوكروم، اتصال USB، سرعة حتى 19 صفحة في الدقيقة.,"HP LaserJet Pro P1102 mono laser printer, USB, up to 19 ppm.",hp,printers,3750,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""ppm"": 19, ""model"": ""P1102""}",ACTIVE
HP-LJ1018-PRINTER,طابعة HP LaserJet 1018,HP LaserJet 1018,طابعة ليزر HP LaserJet 1018 مونوكروم، اتصال USB، سرعة حتى 12 صفحة في الدقيقة.,"HP LaserJet 1018 mono laser printer, USB, up to 12 ppm.",hp,printers,2750,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""ppm"": 12, ""model"": ""LaserJet 1018""}",ACTIVE
HP-LJ1020-PRINTER,طابعة HP LaserJet 1020,HP LaserJet 1020,طابعة ليزر HP LaserJet 1020 مونوكروم، اتصال USB، سرعة حتى 14 صفحة في الدقيقة.,"HP LaserJet 1020 mono laser printer, USB, up to 14 ppm.",hp,printers,2750,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""ppm"": 14, ""model"": ""LaserJet 1020""}",ACTIVE
HP-M1005-PRINTER,طابعة HP LaserJet M1005 MFP,HP LaserJet M1005 MFP,طابعة ليزر متعددة الوظائف HP LaserJet M1005 مونوكروم (طباعة، نسخ، سكان).,"HP LaserJet M1005 mono laser multifunction printer with print, copy and scan.",hp,printers,3500,FALSE,GENUINE,"{""type"": ""Mono Laser MFP"", ""model"": ""M1005""}",ACTIVE
HP-LJ6030-PRINTER,طابعة HP LaserJet 6030,HP LaserJet 6030,طابعة ليزر HP LaserJet 6030 مونوكروم.,HP LaserJet 6030 mono laser printer.,hp,printers,3600,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""model"": ""LaserJet 6030""}",ACTIVE
HP-LJ6000-PRINTER,طابعة HP LaserJet 6000,HP LaserJet 6000,طابعة ليزر HP LaserJet 6000 مونوكروم.,HP LaserJet 6000 mono laser printer.,hp,printers,3500,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""model"": ""LaserJet 6000""}",ACTIVE
HP-M605DN-PRINTER,طابعة HP LaserJet Enterprise M605dn,HP LaserJet Enterprise M605dn,طابعة ليزر HP LaserJet Enterprise M605dn مونوكروم، طباعة مزدوجة وشبكة، سرعة حتى 55 صفحة في الدقيقة.,"HP LaserJet Enterprise M605dn mono laser, duplex, network, up to 55 ppm.",hp,printers,4750,FALSE,GENUINE,"{""type"": ""Mono Laser"", ""duplex"": true, ""network"": true, ""ppm"": 55, ""model"": ""M605dn""}",ACTIVE
